Tire Compound,Track Temperature,Laps Driven,Track Surface,Car Weight (kg),Driving Style,Weather,Tire Wear (%)
Wet,20,4,Rough,628,Balanced,Wet,69.57142857142857
Medium,16,19,Rough,725,Aggressive,Wet,75.91428571428571
Wet,35,53,Smooth,603,Aggressive,Dry,69.57142857142857
Medium,31,54,Smooth,698,Conservative,Wet,48.91428571428571
Soft,34,57,Rough,648,Conservative,Wet,74.94285714285715
Hard,28,29,Smooth,684,Balanced,Wet,49.74285714285714
Medium,40,23,Smooth,735,Conservative,Wet,46.28571428571428
Hard,35,2,Smooth,721,Aggressive,Dry,52.285714285714285
Hard,45,47,Smooth,715,Balanced,Dry,50.71428571428571
Medium,32,21,Rough,748,Balanced,Dry,64.39999999999999
Hard,22,13,Smooth,732,Conservative,Dry,31.257142857142853
Soft,34,47,Smooth,684,Conservative,Dry,53.51428571428571
Medium,11,28,Rough,660,Aggressive,Wet,76.2
Hard,11,49,Smooth,735,Aggressive,Wet,59.2
Wet,25,9,Rough,685,Balanced,Wet,71.28571428571428
Soft,18,26,Smooth,617,Balanced,Dry,57.31428571428572
Hard,37,27,Smooth,731,Balanced,Wet,51.25714285714287
Hard,22,8,Rough,603,Balanced,Dry,55.542857142857144
Medium,44,25,Rough,726,Balanced,Dry,67.37142857142857
Medium,22,7,Smooth,742,Aggressive,Wet,60.4
Soft,40,1,Rough,647,Aggressive,Wet,88.14285714285714
Wet,30,56,Smooth,645,Aggressive,Dry,69.0
Medium,41,51,Smooth,645,Balanced,Wet,60.48571428571428
Medium,43,57,Rough,647,Conservative,Wet,66.74285714285715
Hard,17,2,Rough,719,Aggressive,Wet,68.68571428571428
Soft,11,7,Rough,731,Balanced,Wet,73.2
Wet,47,58,Rough,618,Balanced,Wet,82.68571428571428
Wet,41,1,Rough,618,Aggressive,Dry,78.34285714285714
Hard,49,61,Smooth,641,Aggressive,Dry,63.51428571428571
Medium,37,48,Smooth,691,Balanced,Dry,54.25714285714286
Medium,46,19,Smooth,604,Aggressive,Dry,61.91428571428571
Hard,10,28,Smooth,647,Aggressive,Dry,51.0
Hard,19,16,Smooth,625,Aggressive,Dry,51.08571428571429
Hard,13,21,Smooth,673,Balanced,Dry,40.60000000000001
Medium,44,5,Rough,708,Balanced,Wet,69.51428571428572
Medium,19,61,Rough,734,Balanced,Wet,72.5142857142857
Medium,20,30,Rough,686,Conservative,Dry,53.285714285714285
Medium,23,61,Rough,672,Aggressive,Wet,83.31428571428572
Soft,47,11,Rough,655,Balanced,Dry,75.97142857142858
Medium,21,11,Smooth,730,Conservative,Wet,40.771428571428565
Soft,26,62,Smooth,725,Aggressive,Dry,74.05714285714285
Medium,25,15,Smooth,740,Aggressive,Wet,62.142857142857146
Hard,44,24,Smooth,658,Aggressive,Dry,57.22857142857143
Soft,11,21,Smooth,637,Balanced,Dry,55.199999999999996
Wet,20,17,Smooth,684,Aggressive,Dry,61.42857142857142
Medium,12,44,Rough,682,Conservative,Wet,58.68571428571428
Medium,38,67,Smooth,685,Conservative,Wet,52.17142857142857
Medium,27,11,Rough,600,Conservative,Wet,56.971428571428575
Soft,29,48,Smooth,736,Conservative,Wet,57.65714285714286
Soft,23,32,Smooth,727,Balanced,Wet,64.17142857142858
Hard,43,62,Rough,652,Conservative,Dry,57.457142857142856
Hard,40,17,Rough,687,Balanced,Dry,60.42857142857143
Soft,49,53,Rough,737,Aggressive,Dry,92.37142857142857
Medium,27,26,Smooth,683,Balanced,Wet,54.114285714285714
Wet,39,24,Smooth,676,Balanced,Dry,56.22857142857143
Wet,34,33,Rough,628,Aggressive,Dry,81.5142857142857
Hard,28,59,Rough,635,Aggressive,Dry,74.02857142857142
Wet,17,53,Smooth,626,Balanced,Dry,55.97142857142857
Wet,37,4,Rough,745,Balanced,Wet,72.97142857142858
Hard,17,35,Rough,617,Balanced,Wet,63.4
Wet,40,53,Smooth,717,Aggressive,Dry,70.57142857142857
Soft,12,35,Smooth,736,Aggressive,Dry,67.4
Soft,12,68,Smooth,666,Balanced,Wet,67.11428571428571
Medium,31,38,Rough,734,Balanced,Wet,71.62857142857143
Medium,26,69,Smooth,657,Aggressive,Dry,65.05714285714285
Hard,45,3,Rough,629,Conservative,Wet,54.42857142857143
Medium,26,64,Smooth,672,Balanced,Wet,59.34285714285714
Wet,23,39,Smooth,722,Aggressive,Dry,65.17142857142856
Soft,18,36,Smooth,681,Aggressive,Dry,68.74285714285713
Medium,39,66,Rough,616,Aggressive,Wet,87.22857142857144
Hard,30,30,Smooth,733,Balanced,Dry,45.285714285714285
Medium,21,46,Rough,638,Balanced,Dry,65.77142857142857
Hard,46,26,Rough,658,Balanced,Wet,67.91428571428571
Soft,41,50,Smooth,701,Balanced,Wet,70.34285714285714
Hard,20,19,Rough,637,Conservative,Dry,46.71428571428571
Soft,29,12,Rough,703,Conservative,Wet,67.5142857142857
Wet,44,62,Rough,608,Balanced,Wet,82.65714285714284
Medium,20,43,Rough,600,Conservative,Dry,55.14285714285714
Hard,17,23,Smooth,701,Conservative,Dry,31.685714285714287
Medium,13,2,Rough,686,Conservative,Wet,52.885714285714286
Soft,36,9,Smooth,722,Aggressive,Dry,68.4857142857143
Medium,49,64,Smooth,646,Balanced,Wet,63.94285714285714
Medium,47,48,Smooth,675,Conservative,Dry,46.25714285714285
Medium,39,57,Smooth,609,Conservative,Wet,50.94285714285714
Medium,36,1,Smooth,743,Conservative,Wet,42.34285714285714
Medium,30,65,Smooth,642,Balanced,Wet,60.285714285714285
Soft,29,30,Smooth,735,Balanced,Dry,60.08571428571429
Wet,13,67,Smooth,674,Conservative,Wet,52.17142857142857
Medium,20,36,Rough,704,Aggressive,Wet,79.14285714285714
Wet,22,23,Smooth,625,Conservative,Dry,42.68571428571428
Hard,18,43,Smooth,606,Conservative,Wet,39.74285714285714
Medium,13,40,Smooth,678,Aggressive,Wet,63.31428571428571
Hard,21,50,Rough,614,Aggressive,Dry,71.34285714285714
Medium,18,41,Rough,730,Balanced,Wet,69.45714285714286
Wet,22,39,Smooth,743,Aggressive,Wet,69.97142857142858
Soft,35,47,Rough,688,Conservative,Wet,73.71428571428572
Hard,47,3,Smooth,696,Balanced,Wet,49.82857142857142
Soft,22,59,Smooth,741,Aggressive,Wet,77.82857142857142
Soft,48,38,Rough,602,Conservative,Dry,70.02857142857142
Wet,37,4,Smooth,672,Balanced,Wet,57.971428571428575
Wet,28,5,Rough,630,Balanced,Wet,71.31428571428572
Wet,33,13,Smooth,718,Balanced,Wet,58.45714285714286
Wet,28,69,Smooth,674,Conservative,Dry,50.45714285714286
Wet,22,11,Rough,616,Conservative,Wet,60.97142857142857
Soft,22,61,Smooth,602,Conservative,Dry,53.114285714285714
Wet,37,26,Smooth,722,Aggressive,Dry,66.11428571428573
Soft,11,53,Smooth,654,Aggressive,Dry,69.77142857142857
Wet,19,11,Smooth,710,Conservative,Wet,45.371428571428574
Wet,31,7,Rough,699,Conservative,Wet,62.2
Wet,22,15,Rough,639,Balanced,Dry,66.54285714285714
Hard,18,51,Rough,721,Aggressive,Dry,70.88571428571429
Hard,42,25,Rough,639,Balanced,Dry,61.971428571428575
Wet,23,7,Rough,629,Aggressive,Dry,75.60000000000001
Hard,29,44,Rough,624,Balanced,Wet,67.08571428571429
Hard,24,18,Smooth,606,Conservative,Dry,32.371428571428574
Hard,41,16,Smooth,691,Balanced,Wet,50.48571428571428
Hard,42,64,Rough,704,Aggressive,Dry,77.54285714285714
Medium,26,28,Rough,722,Balanced,Wet,69.2
Medium,33,13,Rough,680,Aggressive,Dry,73.45714285714286
Wet,39,16,Rough,695,Aggressive,Wet,85.08571428571429
Hard,22,12,Smooth,600,Balanced,Dry,41.114285714285714
Hard,25,62,Smooth,690,Balanced,Wet,53.85714285714286
Medium,11,32,Smooth,606,Aggressive,Dry,56.77142857142858
Medium,26,28,Rough,719,Conservative,Wet,59.2
Soft,41,36,Smooth,730,Aggressive,Wet,78.34285714285714
Hard,17,45,Smooth,693,Conservative,Wet,39.82857142857143
Hard,12,23,Rough,728,Aggressive,Wet,70.68571428571428
Soft,21,13,Smooth,697,Balanced,Dry,56.05714285714286
Wet,29,4,Rough,642,Conservative,Dry,56.37142857142857
Hard,25,52,Smooth,652,Aggressive,Wet,62.42857142857143
Wet,23,29,Rough,701,Conservative,Dry,58.74285714285713
Hard,25,59,Smooth,738,Aggressive,Dry,58.42857142857143
Soft,42,27,Smooth,600,Balanced,Wet,67.25714285714287
Medium,39,25,Smooth,613,Balanced,Dry,51.37142857142857
Hard,21,17,Smooth,721,Conservative,Dry,31.628571428571426
Soft,24,35,Rough,620,Aggressive,Dry,84.80000000000001
Soft,27,7,Smooth,633,Conservative,Dry,46.400000000000006
Wet,37,17,Smooth,704,Balanced,Wet,59.82857142857143
Hard,32,57,Smooth,613,Balanced,Wet,54.542857142857144
Hard,23,31,Rough,721,Conservative,Wet,54.02857142857143
Wet,39,48,Rough,681,Conservative,Wet,69.65714285714286
Soft,42,47,Smooth,747,Aggressive,Wet,80.1142857142857
Medium,24,64,Rough,659,Conservative,Wet,63.94285714285714
Soft,16,32,Rough,736,Balanced,Wet,77.77142857142857
Hard,24,49,Smooth,714,Aggressive,Dry,56.8
Medium,47,3,Rough,632,Aggressive,Dry,74.82857142857142
Wet,20,35,Rough,648,Balanced,Wet,74.0
Wet,38,27,Rough,603,Balanced,Wet,76.45714285714286
Soft,40,2,Rough,722,Aggressive,Dry,83.28571428571429
Soft,34,5,Rough,615,Aggressive,Wet,87.51428571428573
Medium,33,44,Smooth,625,Conservative,Wet,47.885714285714286
Soft,28,22,Rough,669,Aggressive,Dry,83.74285714285716
Medium,11,6,Smooth,636,Balanced,Dry,43.057142857142864
Medium,31,60,Rough,749,Aggressive,Wet,84.77142857142857
Wet,29,64,Rough,606,Conservative,Dry,64.94285714285715
Soft,42,5,Rough,629,Conservative,Dry,64.11428571428571
Medium,17,23,Smooth,673,Conservative,Wet,41.68571428571429
Soft,34,36,Rough,720,Conservative,Wet,71.94285714285714
Hard,18,44,Smooth,605,Aggressive,Wet,59.885714285714286
Wet,43,50,Smooth,623,Conservative,Wet,55.74285714285714
Hard,32,44,Smooth,720,Conservative,Dry,37.68571428571428
Soft,14,62,Rough,742,Aggressive,Wet,91.65714285714286
Wet,34,28,Rough,684,Aggressive,Wet,85.8
Soft,17,24,Rough,732,Aggressive,Wet,86.82857142857144
Soft,25,9,Rough,688,Balanced,Wet,76.28571428571428
Hard,24,34,Smooth,635,Conservative,Dry,34.65714285714286
Wet,10,54,Smooth,687,Balanced,Dry,54.714285714285715
Soft,31,24,Rough,644,Balanced,Wet,79.62857142857143
Medium,12,44,Rough,609,Conservative,Dry,53.68571428571428
Hard,47,11,Rough,653,Aggressive,Wet,75.97142857142858
Hard,23,3,Smooth,669,Balanced,Wet,45.028571428571425
Medium,45,66,Smooth,684,Balanced,Wet,63.42857142857142
Medium,27,16,Rough,631,Balanced,Wet,67.68571428571428
Soft,27,64,Smooth,642,Conservative,Wet,59.542857142857144
Medium,12,52,Smooth,717,Aggressive,Dry,59.82857142857143
Soft,19,56,Smooth,720,Balanced,Dry,61.8
Wet,48,27,Rough,614,Aggressive,Dry,83.45714285714286
Soft,10,15,Rough,665,Aggressive,Wet,84.14285714285714
Hard,36,20,Smooth,742,Aggressive,Dry,55.05714285714285
Soft,36,41,Rough,714,Conservative,Wet,73.05714285714285
Hard,20,53,Smooth,680,Balanced,Wet,51.57142857142857
Medium,14,31,Rough,619,Aggressive,Wet,77.22857142857143
Soft,16,37,Smooth,605,Balanced,Dry,58.48571428571429
Soft,28,69,Rough,678,Aggressive,Dry,90.45714285714286
Hard,38,37,Rough,724,Balanced,Wet,67.88571428571429
Hard,24,53,Rough,744,Conservative,Wet,57.37142857142857
Soft,44,59,Smooth,719,Balanced,Wet,72.22857142857143
Hard,46,46,Rough,625,Aggressive,Wet,80.77142857142857
Soft,21,11,Rough,621,Conservative,Wet,65.77142857142857
Wet,39,52,Rough,663,Balanced,Dry,75.22857142857143
Hard,29,32,Rough,657,Aggressive,Wet,75.37142857142857
Wet,46,27,Rough,636,Conservative,Wet,68.05714285714286
Hard,12,2,Smooth,677,Balanced,Wet,42.68571428571428
Wet,18,25,Rough,720,Aggressive,Dry,77.17142857142858
Soft,48,53,Smooth,627,Aggressive,Dry,77.17142857142858
Wet,35,39,Smooth,648,Conservative,Dry,47.57142857142857
Soft,11,65,Smooth,666,Aggressive,Dry,71.48571428571428
Medium,32,67,Rough,702,Aggressive,Dry,80.97142857142858
Wet,32,46,Rough,725,Aggressive,Dry,82.97142857142858
Wet,30,1,Smooth,692,Conservative,Wet,46.14285714285714
Medium,25,41,Rough,686,Conservative,Wet,60.857142857142854
Medium,18,33,Rough,686,Aggressive,Dry,73.31428571428572
Hard,22,20,Rough,654,Balanced,Wet,62.25714285714286
Hard,37,43,Rough,738,Balanced,Wet,68.54285714285714
Hard,36,1,Smooth,612,Conservative,Wet,37.34285714285714
Medium,26,58,Smooth,727,Aggressive,Wet,68.4857142857143
Soft,47,15,Smooth,663,Conservative,Wet,56.54285714285714
Wet,45,19,Rough,650,Conservative,Dry,61.71428571428571
Soft,10,25,Smooth,675,Balanced,Wet,60.57142857142857
Medium,27,15,Smooth,621,Balanced,Wet,52.542857142857144
Soft,18,69,Smooth,659,Aggressive,Wet,78.45714285714286
Hard,22,22,Smooth,729,Conservative,Wet,37.542857142857144
Soft,49,41,Rough,655,Aggressive,Dry,90.65714285714286
Soft,24,36,Smooth,696,Balanced,Wet,64.94285714285715
Soft,13,5,Rough,602,Conservative,Wet,63.31428571428571
Soft,42,36,Rough,654,Conservative,Wet,73.54285714285714
Medium,33,21,Rough,683,Conservative,Wet,59.6
Hard,45,5,Rough,627,Balanced,Dry,59.714285714285715
Medium,19,31,Smooth,723,Balanced,Dry,48.22857142857143
Soft,45,16,Smooth,607,Balanced,Wet,66.28571428571428
Wet,29,37,Smooth,602,Conservative,Dry,46.08571428571429
Soft,20,16,Smooth,693,Conservative,Wet,51.28571428571428
Soft,21,36,Smooth,688,Balanced,Dry,59.34285714285714
Wet,27,22,Rough,693,Aggressive,Dry,78.54285714285714
Wet,39,48,Smooth,688,Aggressive,Wet,74.65714285714286
Wet,46,60,Smooth,658,Balanced,Wet,67.77142857142857
Soft,29,48,Smooth,627,Conservative,Wet,57.65714285714286
Hard,34,60,Smooth,661,Conservative,Dry,40.371428571428574
Soft,21,31,Smooth,650,Aggressive,Wet,73.62857142857143
Wet,30,62,Rough,606,Conservative,Dry,64.85714285714286
Hard,34,6,Smooth,622,Balanced,Wet,47.65714285714286
Soft,20,21,Smooth,645,Aggressive,Wet,72.0
Medium,18,5,Rough,677,Aggressive,Dry,69.31428571428572
Soft,34,60,Rough,705,Aggressive,Wet,95.37142857142857
Medium,44,13,Rough,627,Balanced,Wet,70.65714285714286
Hard,41,15,Rough,623,Balanced,Wet,65.34285714285714
Soft,23,2,Smooth,606,Aggressive,Wet,69.88571428571429
Hard,10,8,Smooth,711,Conservative,Wet,33.14285714285714
Soft,26,46,Rough,678,Conservative,Wet,71.77142857142857
Medium,34,41,Rough,602,Aggressive,Dry,77.65714285714286
Wet,17,41,Rough,601,Conservative,Dry,59.25714285714285
Hard,14,22,Rough,606,Aggressive,Wet,70.94285714285715
Hard,14,2,Rough,720,Conservative,Dry,43.08571428571429
Soft,44,0,Rough,620,Conservative,Wet,68.8
Hard,28,66,Rough,736,Aggressive,Wet,80.02857142857141
Hard,32,2,Rough,739,Aggressive,Wet,71.68571428571428
Hard,18,48,Smooth,623,Balanced,Dry,45.457142857142856
Hard,39,66,Smooth,632,Conservative,Wet,47.228571428571435
Medium,25,54,Rough,642,Aggressive,Wet,82.71428571428572
Hard,42,3,Rough,681,Balanced,Wet,63.82857142857142
Wet,11,30,Smooth,717,Balanced,Wet,56.48571428571429
Medium,23,65,Smooth,604,Aggressive,Wet,68.88571428571429
Hard,10,63,Rough,722,Aggressive,Wet,76.0
Hard,35,30,Smooth,670,Balanced,Dry,46.28571428571428
Hard,34,62,Smooth,688,Balanced,Dry,50.65714285714286
Hard,25,65,Rough,741,Conservative,Dry,54.28571428571429
Soft,24,30,Smooth,715,Aggressive,Wet,74.08571428571429
Wet,35,46,Smooth,634,Balanced,Wet,63.57142857142858
Wet,25,21,Rough,707,Conservative,Dry,58.0
Soft,23,45,Rough,678,Balanced,Wet,81.02857142857144
Wet,38,57,Rough,610,Conservative,Wet,70.74285714285713
Wet,33,60,Rough,674,Conservative,Dry,65.17142857142856
Hard,24,45,Smooth,643,Aggressive,Dry,56.22857142857143
Hard,28,0,Smooth,744,Aggressive,Dry,50.60000000000001
Wet,17,24,Smooth,724,Conservative,Wet,46.828571428571436
Wet,43,60,Rough,684,Balanced,Dry,77.17142857142858
Soft,11,13,Smooth,607,Conservative,Wet,49.05714285714286
Hard,36,44,Smooth,678,Aggressive,Dry,58.48571428571429
Hard,19,38,Rough,717,Conservative,Wet,54.22857142857143
Hard,44,65,Smooth,721,Aggressive,Wet,68.08571428571429
Medium,32,31,Rough,673,Aggressive,Dry,75.82857142857142
Soft,17,57,Smooth,627,Conservative,Wet,56.54285714285714
Wet,37,55,Smooth,739,Aggressive,Wet,75.25714285714285
Medium,32,5,Smooth,719,Aggressive,Dry,57.114285714285714
Wet,13,66,Rough,707,Conservative,Wet,67.02857142857142
Medium,23,49,Rough,726,Aggressive,Dry,76.6
Hard,38,37,Smooth,662,Aggressive,Dry,57.885714285714286
Soft,10,2,Smooth,700,Balanced,Wet,57.285714285714285
Wet,13,4,Rough,692,Balanced,Wet,68.17142857142856
Hard,41,23,Smooth,662,Aggressive,Dry,56.48571428571429
Wet,42,53,Smooth,609,Aggressive,Dry,70.97142857142858
Medium,35,33,Rough,679,Conservative,Dry,56.714285714285715
Soft,26,38,Rough,636,Conservative,Wet,70.62857142857143
Hard,48,47,Smooth,610,Conservative,Dry,41.31428571428572
Wet,32,48,Rough,714,Aggressive,Wet,88.25714285714285
Soft,41,33,Smooth,689,Balanced,Dry,62.91428571428571
Hard,24,6,Rough,618,Balanced,Dry,55.65714285714286
Soft,22,17,Rough,651,Aggressive,Dry,81.82857142857144
Hard,11,69,Smooth,717,Aggressive,Dry,57.05714285714286
Soft,28,33,Smooth,617,Conservative,Dry,50.31428571428571
Hard,33,50,Rough,693,Balanced,Dry,63.74285714285715
Medium,33,67,Rough,631,Aggressive,Wet,86.17142857142858
Soft,20,13,Smooth,739,Conservative,Wet,50.857142857142854
Hard,31,68,Smooth,657,Aggressive,Wet,65.91428571428571
Medium,24,7,Smooth,620,Balanced,Wet,50.8
Soft,19,14,Rough,748,Aggressive,Wet,85.8
Hard,36,58,Smooth,628,Balanced,Wet,55.48571428571428
Medium,18,10,Smooth,646,Conservative,Dry,35.028571428571425
Medium,37,19,Smooth,739,Conservative,Dry,40.114285714285714
Soft,10,54,Smooth,657,Aggressive,Dry,69.71428571428572
Wet,26,35,Smooth,618,Aggressive,Wet,70.19999999999999
Wet,40,13,Rough,739,Conservative,Wet,64.85714285714286
Hard,19,57,Rough,622,Balanced,Wet,66.94285714285714
Wet,46,37,Smooth,732,Balanced,Dry,59.48571428571428
Medium,38,0,Rough,721,Aggressive,Dry,72.6
Hard,27,64,Smooth,716,Balanced,Wet,54.54285714285714
Medium,47,0,Smooth,662,Conservative,Wet,44.39999999999999
Hard,48,59,Smooth,651,Aggressive,Dry,63.028571428571425
Medium,15,24,Smooth,609,Balanced,Dry,46.42857142857142
Hard,49,9,Smooth,685,Balanced,Wet,51.08571428571429
Hard,21,49,Rough,610,Aggressive,Wet,76.2
Soft,23,11,Smooth,694,Conservative,Dry,46.17142857142858
Medium,19,31,Rough,671,Balanced,Dry,63.22857142857143
Wet,29,32,Rough,727,Balanced,Wet,75.37142857142857
Medium,24,25,Rough,647,Aggressive,Wet,78.37142857142857
Hard,40,41,Rough,691,Aggressive,Wet,78.85714285714286
Medium,16,49,Smooth,615,Conservative,Wet,45.199999999999996
Hard,19,60,Smooth,694,Aggressive,Wet,62.37142857142857
Medium,19,40,Rough,647,Balanced,Wet,69.5142857142857
Soft,48,56,Rough,676,Balanced,Wet,87.6
Hard,37,1,Rough,692,Aggressive,Wet,72.54285714285714
Soft,39,69,Rough,703,Aggressive,Dry,92.65714285714284
Wet,46,30,Rough,680,Aggressive,Wet,88.4857142857143
Hard,12,22,Smooth,636,Aggressive,Dry,50.542857142857144
Medium,24,53,Rough,701,Conservative,Dry,57.37142857142857
Soft,30,27,Smooth,628,Aggressive,Wet,74.85714285714286
Medium,46,18,Rough,657,Balanced,Dry,66.77142857142857
Hard,21,47,Smooth,693,Balanced,Dry,45.91428571428571
Wet,13,1,Rough,685,Conservative,Dry,52.74285714285714
Soft,18,10,Rough,709,Balanced,Dry,70.02857142857142
Medium,48,43,Rough,640,Conservative,Wet,65.74285714285715
Wet,37,58,Rough,643,Aggressive,Wet,90.68571428571428
Medium,32,58,Smooth,736,Aggressive,Dry,64.68571428571428
Soft,49,37,Smooth,689,Aggressive,Dry,75.08571428571429
Hard,31,24,Smooth,708,Conservative,Wet,39.62857142857143
Wet,33,20,Rough,658,Balanced,Wet,74.45714285714286
Soft,35,41,Rough,709,Conservative,Dry,67.85714285714286
Soft,39,35,Rough,705,Balanced,Wet,82.80000000000001
Hard,42,8,Smooth,730,Conservative,Wet,39.542857142857144
Soft,25,11,Smooth,606,Balanced,Dry,56.57142857142857
Hard,31,9,Rough,681,Aggressive,Wet,72.4857142857143
Soft,27,58,Smooth,615,Balanced,Dry,63.68571428571428
Wet,16,4,Rough,648,Aggressive,Wet,78.77142857142857
Hard,35,32,Rough,720,Aggressive,Dry,71.57142857142857
Soft,17,68,Rough,631,Aggressive,Wet,93.11428571428571
Hard,15,62,Rough,688,Conservative,Dry,51.85714285714286
Hard,39,28,Smooth,618,Aggressive,Wet,61.8
Medium,48,17,Smooth,602,Balanced,Dry,52.028571428571425
Wet,32,5,Smooth,721,Aggressive,Dry,62.114285714285714
Medium,41,52,Rough,659,Conservative,Wet,65.62857142857142
Medium,31,31,Smooth,628,Conservative,Dry,40.62857142857143
Medium,18,41,Smooth,674,Conservative,Wet,44.457142857142856
Hard,40,46,Rough,669,Conservative,Dry,54.57142857142857
Soft,16,30,Smooth,682,Aggressive,Dry,67.48571428571428
Wet,18,61,Rough,700,Balanced,Dry,72.31428571428572
Medium,22,55,Smooth,689,Balanced,Wet,57.25714285714286
Medium,12,10,Smooth,746,Aggressive,Wet,58.82857142857142
Medium,44,25,Rough,616,Aggressive,Dry,77.37142857142857
Soft,42,26,Smooth,634,Balanced,Wet,67.11428571428571
Wet,30,56,Smooth,712,Conservative,Wet,54.0
Medium,40,26,Smooth,721,Conservative,Dry,41.71428571428571
Medium,43,58,Rough,647,Conservative,Wet,66.88571428571429
Wet,41,61,Rough,616,Aggressive,Wet,91.91428571428571
Wet,44,19,Smooth,700,Conservative,Dry,46.51428571428571
Soft,24,2,Smooth,614,Balanced,Dry,55.08571428571429
Wet,41,15,Rough,727,Conservative,Dry,60.34285714285714
Medium,15,43,Rough,711,Conservative,Wet,59.142857142857146
Hard,30,29,Rough,613,Aggressive,Wet,75.14285714285714
Soft,42,39,Smooth,741,Conservative,Wet,58.97142857142857
Medium,41,64,Rough,696,Aggressive,Dry,82.34285714285716
Wet,28,28,Smooth,718,Aggressive,Dry,64.6
Wet,42,29,Smooth,610,Conservative,Wet,52.542857142857144
Soft,37,31,Rough,647,Conservative,Wet,71.82857142857144
Medium,40,9,Smooth,666,Balanced,Dry,49.28571428571429
Hard,30,50,Rough,624,Aggressive,Dry,73.14285714285715
Soft,43,7,Smooth,685,Conservative,Dry,49.6
Wet,24,50,Smooth,709,Conservative,Dry,46.942857142857136
Medium,23,35,Smooth,689,Balanced,Wet,54.6
Wet,28,54,Smooth,608,Aggressive,Wet,73.31428571428572
Hard,24,34,Smooth,639,Conservative,Dry,34.65714285714286
Soft,15,35,Rough,606,Balanced,Wet,78.0
Wet,18,55,Smooth,717,Aggressive,Dry,66.45714285714286
Wet,46,35,Smooth,657,Balanced,Wet,64.2
Soft,29,60,Rough,654,Conservative,Dry,69.37142857142857
Wet,43,61,Smooth,613,Conservative,Wet,57.31428571428572
Soft,47,24,Rough,717,Aggressive,Dry,87.82857142857142
Wet,35,63,Rough,676,Balanced,Dry,76.0
Hard,27,59,Smooth,723,Aggressive,Dry,58.82857142857142
Medium,37,56,Smooth,733,Conservative,Dry,45.4
Wet,18,69,Smooth,625,Conservative,Dry,48.457142857142856
Wet,41,51,Rough,727,Aggressive,Wet,90.48571428571428
Wet,15,55,Rough,717,Balanced,Wet,75.85714285714286
Wet,23,62,Smooth,741,Aggressive,Dry,68.45714285714286
Hard,37,67,Smooth,735,Aggressive,Wet,66.97142857142858
Wet,33,19,Rough,623,Balanced,Wet,74.31428571428572
Medium,22,53,Smooth,684,Conservative,Wet,46.971428571428575
Medium,21,0,Smooth,662,Conservative,Wet,39.2
Soft,28,9,Smooth,625,Balanced,Dry,56.885714285714286
Hard,30,22,Smooth,609,Conservative,Wet,39.142857142857146
Soft,36,50,Smooth,705,Conservative,Wet,59.34285714285714
Wet,28,23,Smooth,716,Aggressive,Dry,63.885714285714286
Wet,33,12,Rough,657,Balanced,Wet,73.31428571428572
Hard,35,28,Rough,613,Conservative,Wet,56.0
Hard,37,57,Smooth,672,Aggressive,Wet,65.54285714285714
Medium,27,42,Rough,638,Aggressive,Wet,81.4
Hard,45,9,Rough,721,Conservative,Dry,50.285714285714285
Hard,38,30,Rough,743,Balanced,Dry,61.885714285714286
Wet,26,13,Rough,671,Aggressive,Dry,77.05714285714285
Wet,13,33,Smooth,711,Conservative,Wet,47.31428571428572
Medium,38,16,Rough,650,Conservative,Wet,59.885714285714286
Wet,13,20,Smooth,742,Conservative,Dry,40.457142857142856
Hard,19,66,Rough,688,Conservative,Dry,53.22857142857143
Soft,34,57,Rough,637,Conservative,Dry,69.94285714285715
Medium,40,7,Rough,704,Aggressive,Dry,74.0
Medium,12,37,Smooth,678,Conservative,Wet,42.68571428571428
Medium,11,25,Smooth,688,Balanced,Wet,50.77142857142857
Hard,34,63,Smooth,670,Conservative,Wet,45.8
Wet,15,29,Smooth,689,Aggressive,Dry,62.14285714285714
Soft,35,8,Smooth,671,Aggressive,Wet,73.14285714285715
Soft,17,31,Smooth,748,Aggressive,Wet,72.82857142857142
Medium,44,10,Rough,615,Aggressive,Wet,80.22857142857143
Medium,36,33,Rough,710,Balanced,Dry,66.91428571428571
Medium,34,17,Smooth,666,Balanced,Dry,49.228571428571435
Soft,27,18,Smooth,664,Conservative,Wet,52.971428571428575
Medium,10,53,Rough,612,Balanced,Dry,64.57142857142857
Medium,48,36,Rough,717,Balanced,Wet,74.74285714285715
Wet,12,11,Smooth,660,Conservative,Wet,43.97142857142857
Medium,13,3,Smooth,631,Conservative,Wet,38.028571428571425
Soft,46,42,Rough,739,Aggressive,Dry,90.19999999999999
Soft,24,26,Smooth,694,Conservative,Wet,53.51428571428571
Soft,17,50,Rough,640,Conservative,Dry,65.54285714285714
Soft,47,4,Smooth,735,Aggressive,Wet,74.97142857142856
Medium,28,5,Rough,624,Aggressive,Dry,71.31428571428572
Wet,35,55,Smooth,732,Balanced,Wet,64.85714285714286
Soft,48,67,Smooth,644,Aggressive,Dry,79.17142857142858
Wet,19,43,Rough,729,Conservative,Wet,64.94285714285715
Wet,47,14,Smooth,602,Balanced,Dry,56.400000000000006
Hard,23,41,Smooth,749,Conservative,Dry,35.457142857142856
Soft,28,10,Rough,703,Conservative,Wet,67.02857142857142
Soft,39,10,Smooth,632,Aggressive,Wet,74.22857142857143
Soft,14,65,Smooth,631,Aggressive,Dry,72.08571428571429
Hard,40,26,Rough,710,Balanced,Wet,66.71428571428571
